Code|Artist|Total Views|100M|Avg
815|Alesso|1055.4|2|0.166
816|Mumford & Sons|1054.6|1|0.138
817|Sigala|1049.6|3|0.169
818|Lauren Daigle|1048.1|2|0.315
819|Kylie Minogue|1047|1|0.408
820|DJ Hamida|1046.4|1|0.155
821|Miguel|1046.4|4|0.42
822|Bigflo & Oli|1046|1|0.195
823|Spice Girls|1045.9|1|0.212
824|DMX|1045.4|3|0.306
825|Aleyna Tilki|1045|3|0.09
826|Mike Bah°a|1042|4|0.465
827|Bobby Shmurda|1041.9|1|0.163
828|Aurora|1040.4|1|0.897
829|Cher Lloyd|1036.1|5|0.041
830|Blueface|1034.5|2|0.244
831|Dev Negi|1033.9|2|0.228
832|Pipe Bueno|1032.8|4|0.403
833|Siti Badriah|1031.4|1|0.091
834|Marama|1029.5|2|0.164
835|Param Singh|1029|1|0.25
836|Tiziano Ferro|1028.4|0|0.198
837|Jannine Weigel|1028.4|1|0.055
838|Oliver Tree|1028|1|2.196
839|Kaaris|1027.6|2|0.104
840|Eurythmics|1027.1|1|0.475
841|Rocco Hunt|1026.4|3|0.504
842|Rich The Kid|1023.8|2|0.107
843|Glass Animals|1023.7|2|0.791
844|Bryant Oden|1022.9|2|0.142
845|Enzo Rabelo|1022.5|3|0.149
846|John Mayer|1019.9|2|0.254
847|Lost Frequencies|1018.6|3|0.151
848|Potato|1017.1|1|0.142
849|The Strokes|1016.5|3|0.292
850|ScHoolboy Q|1016.4|2|0.118
851|Jasmine Sandlas|1014.4|2|0.198
852|Ghali|1014.4|2|0.133
853|Darell|1014.3|2|0.368
854|Min|1013.5|5|0.168
855|Leslie Grace|1008.6|3|0.127
856|Alonzo|1003.3|2|0.095
857|LÇo Santana|1002.1|1|0.379
858|Phan M?nh Qu?nh|998.9|2|0.096
859|Bomba EstÇreo|997.6|3|0.178
860|The Offspring|995.1|1|0.498
861|Ultimo|994.7|0|0.331
862|Humberto e Ronaldo|993.4|1|0.347
863|Leandro Borges|993|1|0.435
864|Jo?o Neto e Frederico|991.7|2|0.063
865|Vegedream|991.3|1|0.507
866|Alex Campos|991.2|1|0.484
867|Sasa Kovacevic|985.3|0|0.119
868|Fedez|984.9|2|0.232
869|Tr£c NhÉn|981.4|3|0.949
870|IZ*ONE|979.6|2|0.239
871|CafÇ Tacvba|977.5|1|0.23
872|DNCE|975.7|3|0.158
873|Jack Harlow|969.9|2|0.417
874|Gen Hoshino|968|1|0.166
875|Papa Roach|966.3|2|0.22
876|Miranda Lambert|962.7|1|0.215
877|Olly Murs|962|3|0.129
878|Juan Luis Guerra|960|1|0.437
879|Wonder Girls|958.4|2|0.172
880|K Camp|957.9|2|0.197
881|Dido|957.2|2|0.422
882|Led Zeppelin|954.2|3|0.437
883|Jay-Z|953|1|0.565
884|Alex Sensation|952.2|2|0.176
885|Henrique & Diego|946.9|2|0.062
886|Sonu Nigam|945.7|2|0.479
887|Soobin HoÖng S?n|942.7|1|0.223
888|Of Monsters and Men|940.8|1|0.154
889|Jo?o Bosco e Vin°cius|940.2|2|0.234
890|Yash Narvekar|938.1|2|0.272
891|Creed|934.9|3|0.277
892|Vengaboys|934.8|3|0.341
893|Pooh Shiesty|933.1|2|0.433
894|Tony Kakkar|929.5|2|0.136
895|25hours|929.3|1|0.149
896|Monsta X|927.8|1|5.269
897|Abu|925.7|1|0.232
898|Boyz II Men|925.5|4|0.276
899|Axel|922.9|2|0.11
900|GFriend|922|0|0.11
901|Ivete Sangalo|921.2|0|0.195
902|Years & Years|917.5|2|0.132
903|Rachel Platten|915.2|2|0.143
904|RKM & Ken-Y|913.8|2|0.166
905|The Wanted|912.4|2|0.079
906|Pikotaro|910.4|3|0.151
907|John Lennon|908|4|0.231
908|Bump of Chicken|907.3|1|0.254
909|Savage Garden|902.7|3|0.325
910|Brad Paisley|902.7|2|0.151
911|MC Doni|902.6|3|0.15
912|Apink|902.5|0|0.093
913|Julieta Venegas|902.4|2|0.389
914|Rich Gang|902.1|2|0.214
915|Tinie Tempah|900.1|2|0.106
916|RASA|900.1|2|0.627
917|Tame Impala|894.8|3|0.367
918|Why Don't We|892.3|1|0.188
919|Busta Rhymes|889.3|1|0.248
920|Capital Cities|889.2|2|0.257
921|Mahmut Orhan|888.9|3|0.194
922|Ana Carolina|885.6|2|0.251
923|KSI|885.5|1|0.066
924|AnnenMayKantereit|883.8|0|0.358
925|Kenny Chesney|883.5|0|0.147
926|Keen'V|883.3|1|0.223
927|Juicy J|882.6|1|0.114
928|Fat Joe|880.9|2|0.231
929|Steve Aoki|880.9|1|0.06
930|Seether|877.7|1|0.25
931|Fly Project|876.9|1|0.168
932|Michael Bolton|873.2|3|0.292
933|AOA|873.1|0|0.086
934|Leo Rojas|873|2|0.218
935|Big Ass|872.5|2|0.181
936|Jamiroquai|869|1|0.221
937|TLC|866.9|3|0.222
938|Jess Glynne|862.4|4|0.151
939|Kiesza|862.1|2|0.136
940|King|860.7|2|4.931
941|Jassi Gill|860.7|1|0.116
942|Hamza Namira|858.8|2|0.356
943|Delia|858.1|0|0.113
944|Tu?áe Kandemir|858|3|0.213
945|KC Rebell|854.8|0|0.073
946|Ja Rule|852|3|0.283
947|Culture Club|849.8|2|0.246
948|Jay Sean|849.5|2|0.226
949|Vasco Rossi|846.2|0|0.145
950|Marco Mengoni|845.9|2|0.176
951|Lilly Wood & The Prick|839.1|1|0.171
952|Daughtry|837.7|2|0.264
953|CKay|836.7|2|0.787
954|Mr Probz|835.2|1|0.177
955|gnash|834.7|1|0.2
956|deadmau5|834.2|0|0.09
957|Vance Joy|833.7|1|0.187
958|Altamash Faridi|831.9|1|0.201
959|Midian Lima|827.2|2|0.244
960|Tinashe|825.6|1|0.114
961|Thaeme & Thiago|824.6|0|0.054
962|Big Time Rush|824.4|1|0.083
963|NAV|823.8|0|0.14
964|The Prodigy|823.6|1|0.199
965|ChocQuibTown|821.9|1|0.097
966|Maite Perroni|821.2|3|0.145
967|Lil Xan|821.2|2|0.091
968|X Ambassadors|820.8|2|0.189
969|Sum 41|820.7|2|0.169
970|365 DaBand|819|1|0.098
971|Tony Dize|818.6|2|0.249
972|BNK48|817.6|2|0.093
973|PnB Rock|817|0|0.13
974|O.T. Genasis|816.7|2|0.076
975|KYLE|815|2|0.088
976|Far East Movement|814.9|2|0.098
977|J Soul Brothers|813.1|1|0.048
978|Hebe Tien|811.7|1|0.043
979|The Cure|811.6|1|0.264
980|EXID|809.5|1|0.077
981|Oras Sattar|807.9|1|0.122
982|Faydee|806.3|1|0.148
983|Burak Yeter|805.3|1|0.186
984|Sekai no Owari|802.9|1|0.153
985|Kodaline|800.7|2|0.237
986|T-ara|799.1|0|0.147
987|La Quinta Estaci¢n|797.9|1|0.24
988|Mario|797.1|2|0.277
989|Loredana Zefi|795.7|0|0.091
990|Sophia Grace|794.8|1|0.027
991|Il Volo|794.5|1|0.171
992|Polina Gagarina|794|1|0.243
993|T_T|792.7|2|0.047
994|Deorro|790|2|0.101
995|Redfoo|789.7|2|0.144
996|Eric Clapton|789.3|2|0.266
997|SanLuis|787.5|2|0.192
998|Atitude 67|786.3|1|0.146
999|Rusherking|786.1|2|1.141
1000|SCH|785.3|1|0.108
1001|MÜneskin|785|2|0.585
1002|The White Stripes|784.4|1|0.3
1003|Weezer|782.4|1|0.181
1004|Pia Mia|782.2|1|0.105
1005|Queen Naija|780.5|2|0.265
1006|Niall Horan|777.3|1|0.106
1007|Kalash|777.2|1|0.143
1008|Douzi|775.7|0|0.168
1009|Kool & The Gang|775.2|4|0.229
1010|Breaking Benjamin|774.7|1|0.196
1011|M83|774|2|0.217
1012|Stormzy|772.5|2|0.221
1013|JustaTee|770.9|3|0.314
1014|Nicky Romero|770.1|1|0.034
1015|Spitz|765.6|1|0.19
1016|AAA|764.6|2|0.067
1017|GTK|763.7|2|0.104
1018|Takagi & Ketra|763.5|3|0.084
1019|MC Hammer|763.1|1|0.182
1020|Pepe Quintana|759|3|0.146
1021|Cascada|758.7|1|0.097
1022|Kungs|758.3|1|0.231
1023|Osmani Garcia|758.1|1|0.082
1024|Pet Shop Boys|757.5|2|0.302
1025|Bullet For My Valentine|756.5|1|0.164
1026|Rich Homie Quan|755.2|2|0.13
1027|Central Cee|752.3|1|1.568
1028|Marcela G†ndara|749.7|2|0.234
1029|Alessandra Amoroso|749.1|1|0.157
1030|Bob Sinclar|746.9|2|0.25
1031|Irama|746|2|0.334
1032|Keri Hilson|743.5|2|0.165
1033|Äa?atay Akman|742.7|2|0.049
1034|Sofia Carson|742|3|0.241
1035|O Rappa|741.2|1|0.189
1036|Paulina Rubio|740.3|1|0.143
1037|Tiago Iorc|739.7|2|0.142
1038|La Factor°a|738.1|1|0.218
1039|PARTYNEXTDOOR|737.6|2|0.281
1040|Ozan Do?ulu|736.4|2|0.081
1041|Pawni Pandey|734.1|1|0.198
1042|Murat Boz|727.9|2|0.13
1043|John Denver|727.1|1|0.183
1044|Leonard Cohen|726.7|2|0.225
1045|Utada Hikaru|723.9|0|0.402
1046|Heart|723.2|2|0.325
1047|Thiago Brava|721|1|0.031
1048|Within Temptation|719.9|1|0.201
1049|A Great Big World|719.5|1|0.127
1050|KAZKA|716.6|1|0.147
1051|JayDaYoungan|716.3|1|0.29
1052|Silva Gunbardhi|714.3|1|0.131
1053|City Girls|712.3|1|0.187
1054|Oriente|706.5|2|0.137
